fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_cornynj,results_hegarm,results_mckennonk,results_collinsda,results_write_ins,results_absentee_cornynj,results_absentee_hegarm,results_absentee_mckennonk,results_absentee_collinsda,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,state,retrieved_time
48455,Trinity,6812,5244,20,20,Released as a precinct as first report of the night,98,6938,98%,98% reported,edison,10,unknown,,6125,,,5445,1258,79,30,,4206,970,46,22,,2021-02-22T19:43:16Z,61.46506,R+61,Cornyn +61,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48457,Tyler,9523,6601,18,18,Released as a precinct as first report of the night,99,9660,99%,99% reported,edison,10,unknown,,6461,,,7916,1400,154,53,0,5390,1077,97,37,0,2021-02-22T19:43:03Z,68.42382,R+68,Cornyn +68,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48459,Upshur,18653,15148,22,22,Released as a precinct as first report of the night,99,18887,99%,99% reported,edison,10,all,,12933,,,15470,2804,320,55,4,12518,2375,217,38,0,2021-02-22T19:42:48Z,67.90329,R+68,Cornyn +68,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48461,Upton,1336,1035,5,5,Released as a precinct as first report of the night,98,1368,98%,98% reported,edison,10,unknown,,1421,,,1147,160,18,11,,887,125,14,9,,2021-02-22T19:42:27Z,73.87725,R+74,Cornyn +74,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48463,Uvalde,10082,7989,14,14,Released as a precinct as first report of the night,97,10342,97%,97% reported,edison,10,unknown,,10291,,,5968,3821,192,99,2,4519,3256,147,67,0,2021-02-22T19:42:16Z,21.29538,R+21,Cornyn +21,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48465,Val Verde,14968,11747,17,17,Released as a precinct as first report of the night,98,15272,98%,98% reported,edison,10,unknown,,12685,,,8103,6430,252,170,13,6280,5196,162,109,0,2021-02-22T19:42:01Z,11.17718,R+11,Cornyn +11,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48467,Van Zandt,25782,17038,19,19,Released as a precinct as first report of the night,99,25994,99%,99% reported,edison,10,unknown,,15091,,,22010,3374,282,107,9,14546,2279,162,51,0,2021-02-22T19:41:50Z,72.28299,R+72,Cornyn +72,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48469,Victoria,33692,27580,35,35,Released as a precinct as first report of the night,99,34188,99%,99% reported,edison,10,unknown,,29340,,,23144,9834,524,172,18,18830,8251,374,125,0,2021-02-22T20:08:43Z,39.50493,R+40,Cornyn +40,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48471,Walker,23477,19347,17,17,Released as a precinct as first report of the night,99,23612,99%,99% reported,edison,10,unknown,,16785,,,15480,7414,449,133,1,12661,6276,314,96,0,2021-02-22T20:08:55Z,34.35703,R+34,Cornyn +34,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48473,Waller,22458,18981,21,21,Released as a precinct as first report of the night,99,22734,99%,99% reported,edison,10,some,,15909,,,14219,7725,394,120,,12127,6488,282,84,,2020-11-28T14:44:21Z,28.9162,R+29,Cornyn +29,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48475,Ward,3941,3037,9,9,Released as a precinct as first report of the night,97,4060,97%,97% reported,edison,10,unknown,,3020,,,3138,725,61,16,1,2440,547,39,11,0,2021-02-22T19:41:36Z,61.22811,R+61,Cornyn +61,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48477,Washington,17280,14398,22,22,Released as a precinct as first report of the night,99,17418,99%,99% reported,edison,10,all,,15246,,,12988,4017,223,51,1,10763,3444,156,35,0,2021-02-22T19:41:17Z,51.91551,R+52,Cornyn +52,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48479,Webb,66393,51881,70,70,Released as a precinct as first report of the night,97,68397,97%,97% reported,edison,10,some,,48936,,,23153,40822,1246,1103,69,17885,32304,914,732,46,2021-02-22T19:41:09Z,26.61275,D+27,Hegar +27,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48481,Wharton,16621,14385,13,13,Released as a precinct as first report of the night,99,16761,99%,99% reported,edison,10,unknown,,14576,,,11832,4513,204,70,2,10397,3766,164,58,0,2021-02-22T19:40:54Z,44.03465,R+44,Cornyn +44,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48483,Wheeler,2281,1598,11,11,Released as a precinct as first report of the night,98,2337,98%,98% reported,edison,10,unknown,,1640,,,2079,165,26,11,0,1457,118,17,6,0,2021-02-22T19:40:40Z,83.91057,R+84,Cornyn +84,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48485,Wichita,45281,37127,62,62,Released as a precinct as first report of the night,98,46030,98%,98% reported,edison,10,some,,45995,,,31626,12399,997,259,,26142,10115,690,180,,2021-02-22T19:40:24Z,42.46152,R+42,Cornyn +42,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48487,Wilbarger,4419,3664,5,5,Released as a precinct as first report of the night,98,4524,98%,98% reported,edison,10,unknown,,4072,,,3473,874,54,18,0,2907,703,43,11,0,2021-02-22T19:37:05Z,58.81421,R+59,Cornyn +59,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48489,Willacy,5289,3408,17,17,Released as a precinct as first report of the night,95,5549,95%,95% reported,edison,10,unknown,,3321,,,2183,2968,85,53,,1359,1974,46,29,,2021-02-22T20:09:09Z,14.84213,D+15,Hegar +15,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48491,Williamson,283807,256593,58,58,Released as a precinct as first report of the night,98,289312,98%,98% reported,edison,10,all,,172960,,,142391,133783,6123,1492,18,126717,123747,4939,1190,0,2021-01-27T16:55:22Z,3.03305,R+3,Cornyn +3,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48493,Wilson,24697,20661,17,17,Released as a precinct as first report of the night,99,25013,99%,99% reported,edison,10,unknown,,17031,,,18327,5943,309,118,,15177,5164,232,88,,2020-11-27T14:56:50Z,50.14374,R+50,Cornyn +50,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48495,Winkler,2096,1447,6,6,Released as a precinct as first report of the night,99,2126,99%,99% reported,edison,10,unknown,,1480,,,1714,338,30,12,2,1172,251,18,6,0,2021-02-22T19:36:41Z,65.64885,R+66,Cornyn +66,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48497,Wise,31999,27070,26,26,Released as a precinct as first report of the night,99,32362,99%,99% reported,edison,10,unknown,,19355,,,26630,4644,563,162,,22605,3932,420,113,,2021-01-08T20:14:51Z,68.7084,R+69,Cornyn +69,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48499,Wood,22470,19189,14,14,Released as a precinct as first report of the night,99,22779,99%,99% reported,edison,10,unknown,,14753,,,18757,3318,306,87,2,15985,2910,230,64,0,2021-02-22T19:36:32Z,68.70939,R+69,Cornyn +69,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48501,Yoakum,2599,2105,7,7,Released as a precinct as first report of the night,99,2631,99%,99% reported,edison,10,unknown,,2155,,,2153,387,38,21,0,1778,284,28,15,0,2021-02-22T20:09:24Z,67.94921,R+68,Cornyn +68,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48503,Young,8109,6992,10,10,Released as a precinct as first report of the night,98,8239,98%,98% reported,edison,10,unknown,,9164,,,6996,967,120,26,0,6055,823,94,20,0,2021-02-22T20:09:36Z,74.34949,R+74,Cornyn +74,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48505,Zapata,3377,2172,8,8,Released as a precinct as first report of the night,87,3874,87%,87% reported,edison,10,unknown,,3125,,,1454,1821,52,50,0,931,1192,26,23,0,2021-02-22T20:09:49Z,10.86763,D+11,Hegar +11,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48507,Zavala,3994,2756,6,6,Released as a precinct as first report of the night,91,4379,91%,91% reported,edison,10,unknown,,3597,,,1232,2633,72,57,0,751,1940,36,29,0,2021-02-22T20:10:01Z,35.07762,D+35,Hegar +35,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
