fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_hinsona,results_finkenauera,results_absentee_hinsona,results_absentee_finkenauera,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
19095,Iowa,9584,5464,11,11,None,100,9584,100%,100% reported,edison,10,all,6041,3543,2910,2554,2020-12-04T23:32:03Z,26.06427,R+26,Hinson +26,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19097,Jackson,10565,5951,17,17,None,100,10565,100%,100% reported,edison,10,unknown,6225,4340,2837,3114,2020-12-05T23:01:29Z,17.84193,R+18,Hinson +18,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19105,Jones,10863,5961,14,14,None,100,10863,100%,100% reported,edison,10,unknown,6621,4242,2883,3078,2020-12-05T23:01:38Z,21.90003,R+22,Hinson +22,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19113,Linn,125634,80982,86,86,None,100,125634,100%,100% reported,edison,10,unknown,56243,69391,27051,53931,2020-12-05T23:01:13Z,10.46532,D+10,Finkenauer +10,democrat,finkenauera,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19127,Marshall,17352,10999,19,19,None,100,17352,100%,100% reported,edison,10,some,9176,8176,4906,6093,2020-12-05T23:24:28Z,5.76302,R+6,Hinson +6,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19131,Mitchell,5575,3322,11,11,None,100,5575,100%,100% reported,edison,10,unknown,3559,2016,1802,1520,2020-12-05T23:01:51Z,27.67713,R+28,Hinson +28,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19157,Poweshiek,9861,6145,4,4,None,100,9861,100%,100% reported,edison,10,unknown,5432,4429,2661,3484,2020-12-05T00:03:31Z,10.17138,R+10,Hinson +10,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19171,Tama,8900,3900,16,16,None,100,8900,100%,100% reported,edison,10,all,5150,3750,1783,2117,2020-12-05T00:01:31Z,15.73034,R+16,Hinson +16,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19191,Winneshiek,11848,8625,11,11,None,100,11848,100%,100% reported,edison,10,unknown,6041,5807,3716,4909,2020-12-05T23:01:46Z,1.97502,R+2.0,Hinson +2.0,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
19195,Worth,4302,1882,8,8,None,100,4302,100%,100% reported,edison,10,unknown,2633,1669,895,987,2020-12-05T23:01:59Z,22.40818,R+22,Hinson +22,republican,hinsona,IA-G-H-1-2020-11-03,ia-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,"Representative Abby Finkenauer, a Democrat, flipped this northeast Iowa seat from red to blue in 2018. But Republicans hope to win it back with State Representative Ashley Hinson, a former television anchor who has outraised Ms. Finkenauer in the last two quarters.",tossup,TRUE,1,District 1,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,413435,249440,20,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,412,412,100% reporting,100%,100,413435,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T23:41:47Z,TRUE,2.59799,10741,R+3,Hinson +3,republican,TRUE,"","",6,-1,1604504320534,FALSE
