fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_rosendalem,results_williamsk,results_absentee_rosendalem,results_absentee_williamsk,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
30087,Rosebud,3751,0,12,12,Merged into voters' home precincts AFTER election night,100,3751,100%,100% reported,edison,10,unknown,2216,2426,1325,0,0,2021-01-15T20:31:17Z,29.35217,R+29,Rosendale +29,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30089,Sanders,7583,0,9,9,Merged into voters' home precincts and released with cumulative results,100,7583,100%,100% reported,edison,10,all,5891,5574,2009,0,0,2021-01-15T20:31:42Z,47.01306,R+47,Rosendale +47,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30091,Sheridan,2009,0,6,6,Merged into voters' home precincts and released with cumulative results,100,2009,100%,100% reported,edison,10,unknown,1792,1328,681,0,0,2020-12-01T14:04:22Z,32.20508,R+32,Rosendale +32,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30093,Silver Bow,18686,0,31,31,Merged into voters' home precincts AFTER election night,100,18686,100%,100% reported,edison,10,unknown,14293,7175,11511,0,0,2021-01-15T20:31:58Z,23.20454,D+23,Williams +23,democrat,williamsk,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30095,Stillwater,5709,0,8,8,Released as a separate subtotal at the end of tabulation,100,5709,100%,100% reported,edison,10,some,3435,4366,1343,0,0,2021-01-15T20:32:08Z,52.95148,R+53,Rosendale +53,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30097,Sweet Grass,2449,0,5,5,Released as a separate subtotal as first report of the night,100,2449,100%,100% reported,edison,10,some,1573,1843,606,0,0,2020-11-24T13:22:18Z,50.51041,R+51,Rosendale +51,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30099,Teton,3684,0,5,5,Merged into voters' home precincts and released with cumulative results,100,3684,100%,100% reported,edison,10,all,2734,2557,1127,0,0,2021-01-15T20:32:24Z,38.8165,R+39,Rosendale +39,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30101,Toole,2097,0,5,5,Merged into voters' home precincts and released with cumulative results,100,2097,100%,100% reported,edison,10,none,1491,1546,551,0,0,2021-01-15T20:32:32Z,47.44874,R+47,Rosendale +47,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30103,Treasure,460,0,1,1,Merged into voters' home precincts and released with cumulative results,100,460,100%,100% reported,edison,10,unknown,267,356,104,0,0,2020-12-01T14:05:31Z,54.78261,R+55,Rosendale +55,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30105,Valley,4198,0,3,3,Released as a separate subtotal as first report of the night,100,4198,100%,100% reported,edison,10,all,3726,2966,1232,0,0,2021-01-15T20:32:40Z,41.30538,R+41,Rosendale +41,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30107,Wheatland,1063,0,5,5,Merged into voters' home precincts and released with cumulative results,100,1063,100%,100% reported,edison,10,some,667,792,271,0,0,2020-11-24T13:22:24Z,49.01223,R+49,Rosendale +49,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30109,Wibaux,590,0,1,1,Merged into voters' home precincts and released with cumulative results,100,590,100%,100% reported,edison,10,unknown,240,492,98,0,0,2020-11-24T13:22:25Z,66.77966,R+67,Rosendale +67,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30111,Yellowstone,83708,0,44,44,Merged into voters' home precincts and released with cumulative results,100,83708,100%,100% reported,edison,10,unknown,89706,50145,33563,0,0,2020-12-01T14:05:52Z,19.80934,R+20,Rosendale +20,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
