fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
48157,Fort Bend,357514,327879,160,160,Released as a precinct as first report of the night,100,357514,100%,100% reported,edison,10,all,,267057,,,157718,195552,3028,1091,125,143744,180556,2564,905,110,2020-12-14T16:50:39Z,10.58252,D+11,Biden +11,democrat,bidenj,-10.58252,262066,-6.6,219489,6.83,texas,2021-05-07T13:34:42.935524Z
48159,Franklin,5009,3938,9,9,Released as a precinct as first report of the night,100,5009,100%,100% reported,edison,10,unknown,,3878,,,4161,804,36,8,0,3246,661,24,7,0,2021-02-17T16:49:47Z,67.01937,R+67,Trump +67,republican,trumpd,67.01937,4380,66.7,4257,63.31,texas,2021-05-07T13:34:42.935524Z
48161,Freestone,8711,6531,16,16,Released as a precinct as first report of the night,100,8711,100%,100% reported,edison,10,unknown,,7301,,,6991,1635,67,18,0,5175,1313,33,10,0,2021-02-17T16:49:57Z,61.48548,R+61,Trump +61,republican,trumpd,61.48548,7684,59.3,7570,50.15,texas,2021-05-07T13:34:42.935524Z
48163,Frio,5279,3707,10,10,Released as a precinct as first report of the night,100,5279,100%,100% reported,edison,10,unknown,,2129,,,2823,2422,23,11,0,1865,1825,11,6,0,2021-02-17T16:50:08Z,7.59614,R+8,Trump +8,republican,trumpd,7.59614,4400,-13.4,3968,-20.59,texas,2021-05-07T13:34:42.935524Z
48165,Gaines,5996,5216,9,9,Released as a precinct as first report of the night,100,5995,100%,100% reported,edison,10,unknown,,3944,,,5355,576,54,10,1,4709,463,37,7,0,2021-01-08T19:57:54Z,79.70314,R+80,Trump +80,republican,trumpd,79.70314,4620,71.6,4066,72.53,texas,2021-05-07T13:34:42.935524Z
48167,Galveston,155060,139837,93,93,Released as a precinct as first report of the night,100,155060,100%,100% reported,edison,10,unknown,,137290,,,93911,58842,1913,393,1,84668,53326,1533,310,0,2021-02-17T16:50:26Z,22.61641,R+23,Trump +23,republican,trumpd,22.61641,122903,24.5,110078,26.84,texas,2021-05-07T13:34:42.935524Z
48169,Garza,1653,1235,7,7,Released as a precinct as first report of the night,100,1653,100%,100% reported,edison,10,unknown,,1568,,,1413,231,5,4,0,1058,169,4,4,0,2021-02-17T16:50:36Z,71.50635,R+72,Trump +72,republican,trumpd,71.50635,1484,67,1560,63.08,texas,2021-05-07T13:34:42.935524Z
48171,Gillespie,15850,12663,14,14,Released as a precinct as first report of the night,100,15846,100%,100% reported,edison,10,unknown,,13119,,,12514,3176,140,16,4,9747,2799,105,12,0,2021-02-17T16:50:49Z,58.91483,R+59,Trump +59,republican,trumpd,58.91483,13214,61.7,12550,65.75,texas,2021-05-07T13:34:42.935524Z
48173,Glasscock,653,487,5,5,Released as a precinct as first report of the night,100,653,100%,100% reported,edison,10,unknown,,495,,,611,39,3,0,0,454,32,1,0,0,2021-02-17T16:50:59Z,87.59571,R+88,Trump +88,republican,trumpd,87.59571,604,85.9,578,83.39,texas,2021-05-07T13:34:42.935524Z
48175,Goliad,3995,2901,10,10,Released as a precinct as first report of the night,100,3988,100%,100% reported,edison,10,unknown,,3358,,,3085,877,24,2,7,2212,676,12,1,0,2021-02-17T16:51:11Z,55.26909,R+55,Trump +55,republican,trumpd,55.26909,3708,44.4,3458,33.75,texas,2021-05-07T13:34:42.935524Z
48177,Gonzales,7648,6009,16,16,Released as a precinct as first report of the night,100,7647,100%,100% reported,edison,10,unknown,,5788,,,5627,1948,57,15,1,4430,1532,37,10,0,2021-02-17T16:51:21Z,48.10408,R+48,Trump +48,republican,trumpd,48.10408,6349,47.5,6057,40.27,texas,2021-05-07T13:34:42.935524Z
48179,Gray,7782,5742,8,8,Released as a precinct as first report of the night,100,7782,100%,100% reported,edison,10,unknown,,7277,,,6840,829,97,16,0,5032,633,65,12,0,2021-02-17T16:51:30Z,77.24235,R+77,Trump +77,republican,trumpd,77.24235,7405,78.3,7389,75.21,texas,2021-05-07T13:34:42.935524Z
48181,Grayson,59474,50301,37,37,Released as a precinct as first report of the night,100,59439,100%,100% reported,edison,10,unknown,,43337,,,44163,14506,634,136,35,37244,12511,460,86,0,2021-02-17T16:51:35Z,49.86549,R+50,Trump +50,republican,trumpd,49.86549,47416,52.8,42264,47.95,texas,2021-05-07T13:34:42.935524Z
48183,Gregg,47982,42687,22,22,Released as a precinct as first report of the night,100,47982,100%,100% reported,edison,10,unknown,,51605,,,32493,14796,551,113,29,29048,13102,424,92,21,2021-02-17T16:51:43Z,36.88258,R+37,Trump +37,republican,trumpd,36.88258,41749,40.9,41507,39.38,texas,2021-05-07T13:34:42.935524Z
48185,Grimes,12414,9507,15,15,Released as a precinct as first report of the night,100,12413,100%,100% reported,edison,10,unknown,,7009,,,9432,2833,118,30,1,7142,2276,69,20,0,2021-01-08T19:59:00Z,53.15773,R+53,Trump +53,republican,trumpd,53.15773,9533,51.1,8601,44.2,texas,2021-05-07T13:34:42.935524Z
48187,Guadalupe,77619,68003,72,72,Released as a precinct as first report of the night,100,77592,100%,100% reported,edison,10,some,,55597,,,47553,28805,1023,211,27,41279,25777,781,166,0,2021-01-08T19:59:10Z,24.15388,R+24,Trump +24,republican,trumpd,24.15388,58123,31.4,49514,35.09,texas,2021-05-07T13:34:42.935524Z
48189,Hale,9586,7496,31,31,Released as a precinct as first report of the night,100,9584,100%,100% reported,edison,10,unknown,,8534,,,7177,2279,97,31,2,5722,1687,65,22,0,2021-02-17T17:07:14Z,51.09535,R+51,Trump +51,republican,trumpd,51.09535,8858,48.1,8854,47.97,texas,2021-05-07T13:34:42.935524Z
48191,Hall,1169,807,5,5,Released as a precinct as first report of the night,100,1168,100%,100% reported,edison,10,unknown,,871,,,995,168,4,1,1,684,120,3,0,0,2021-02-17T17:07:21Z,70.74423,R+71,Trump +71,republican,trumpd,70.74423,1091,66.8,1109,51.13,texas,2021-05-07T13:34:42.935524Z
48193,Hamilton,4351,3303,12,12,Released as a precinct as first report of the night,100,4349,100%,100% reported,edison,10,unknown,,3191,,,3616,641,52,40,2,2717,509,40,37,0,2021-02-17T17:07:32Z,68.37509,R+68,Trump +68,republican,trumpd,68.37509,3620,71.3,3552,65.51,texas,2021-05-07T13:34:42.935524Z
48195,Hansford,2047,1364,8,8,Released as a precinct as first report of the night,100,2047,100%,100% reported,edison,10,unknown,,1429,,,1849,166,27,3,2,1238,110,13,2,1,2021-02-22T20:10:55Z,82.21788,R+82,Trump +82,republican,trumpd,82.21788,1947,80.1,1962,83.03,texas,2021-05-07T13:34:42.935524Z
48197,Hardeman,1580,1014,4,4,Released as a precinct as first report of the night,100,1580,100%,100% reported,edison,10,unknown,,1239,,,1330,241,9,0,0,836,173,5,0,0,2021-02-17T17:07:43Z,68.92405,R+69,Trump +69,republican,trumpd,68.92405,1513,63.3,1495,58.46,texas,2021-05-07T13:34:42.935524Z
48199,Hardin,27635,22767,20,20,Released as a precinct as first report of the night,100,27635,100%,100% reported,edison,10,unknown,,18988,,,23858,3474,276,27,0,19557,2993,200,17,0,2021-02-17T17:08:00Z,73.76153,R+74,Trump +74,republican,trumpd,73.76153,22780,73.9,21297,67.55,texas,2021-05-07T13:34:42.935524Z
48201,Harris,1640818,1439920,1013,1013,Released as a precinct as first report of the night,100,1640818,100%,100% reported,edison,10,unknown,,1267589,,,700630,918193,16819,5129,47,607230,815717,13033,3900,40,2021-02-17T17:08:13Z,13.25942,D+13,Biden +13,democrat,bidenj,-13.25942,1312112,-12.3,1188585,-0.08,texas,2021-05-07T13:34:42.935524Z
48203,Harrison,29717,25555,27,27,Released as a precinct as first report of the night,100,29710,100%,100% reported,edison,10,unknown,,29321,,,21466,7908,294,42,7,18389,6915,215,36,0,2021-02-17T17:08:09Z,45.62372,R+46,Trump +46,republican,trumpd,45.62372,26548,43.7,26170,34.6,texas,2021-05-07T13:34:42.935524Z
48205,Hartley,2078,1622,7,7,Released as a precinct as first report of the night,100,2078,100%,100% reported,edison,10,unknown,,1711,,,1868,195,14,1,0,1460,151,10,1,0,2021-02-17T17:08:17Z,80.51011,R+81,Trump +81,republican,trumpd,80.51011,1952,79.8,1913,79.67,texas,2021-05-07T13:34:42.935524Z
48207,Haskell,2214,1374,5,5,Released as a precinct as first report of the night,100,2214,100%,100% reported,edison,10,unknown,,1208,,,1840,353,15,6,,1129,233,6,6,,2020-11-24T13:26:56Z,67.1635,R+67,Trump +67,republican,trumpd,67.1635,1770,61.5,2013,43.27,texas,2021-05-07T13:34:42.935524Z
48209,Hays,109395,98209,69,69,Released as a precinct as first report of the night,100,109357,100%,100% reported,edison,10,all,,65929,,,47680,59524,1735,418,38,42289,54200,1395,325,0,2021-01-08T20:00:52Z,10.82682,D+11,Biden +11,democrat,bidenj,-10.82682,72164,0.8,59011,10.38,texas,2021-05-07T13:34:42.935524Z
48211,Hemphill,1720,1175,9,9,Released as a precinct as first report of the night,100,1720,100%,100% reported,edison,10,unknown,,1081,,,1486,206,25,3,0,1007,153,15,0,0,2021-02-17T17:09:20Z,74.4186,R+74,Trump +74,republican,trumpd,74.4186,1704,75.2,1509,73.29,texas,2021-05-07T13:34:42.935524Z
48213,Henderson,36317,29705,28,28,Released as a precinct as first report of the night,100,36310,100%,100% reported,edison,10,unknown,,26045,,,28911,7060,264,75,7,23519,5964,176,46,0,2021-02-17T17:09:31Z,60.16741,R+60,Trump +60,republican,trumpd,60.16741,30045,59.8,27627,54.75,texas,2021-05-07T13:34:42.935524Z
48215,Hidalgo,220884,188351,256,256,Released as a precinct as first report of the night,100,220884,100%,100% reported,edison,10,unknown,,168180,,,90527,128199,1261,865,32,75345,111251,1013,722,20,2021-02-17T17:10:21Z,17.05511,D+17,Biden +17,democrat,bidenj,-17.05511,174408,-40.2,139159,-41.75,texas,2021-05-07T13:34:42.935524Z
48217,Hill,14931,9632,22,22,Released as a precinct as first report of the night,100,14931,100%,100% reported,edison,10,unknown,,8740,,,11926,2860,119,26,0,7506,2033,78,15,0,2021-02-17T17:10:57Z,60.71931,R+61,Trump +61,republican,trumpd,60.71931,12970,58.3,12045,52.97,texas,2021-05-07T13:34:42.935524Z
48219,Hockley,8100,6315,15,15,Released as a precinct as first report of the night,100,8095,100%,100% reported,edison,10,unknown,,6866,,,6536,1482,61,16,5,5114,1157,35,9,0,2021-02-17T17:11:49Z,62.39506,R+62,Trump +62,republican,trumpd,62.39506,7311,62.2,7134,56.91,texas,2021-05-07T13:34:42.935524Z
48221,Hood,32541,25924,16,16,Released as a precinct as first report of the night,100,32541,100%,100% reported,edison,10,unknown,,23816,,,26496,5648,319,71,7,20899,4776,193,49,7,2021-02-22T20:05:28Z,64.06687,R+64,Trump +64,republican,trumpd,64.06687,26262,66.2,22535,64.64,texas,2021-05-07T13:34:42.935524Z
48223,Hopkins,15941,12963,22,22,Released as a precinct as first report of the night,100,15939,100%,100% reported,edison,10,unknown,,12167,,,12719,3046,143,31,2,10311,2526,99,27,0,2021-02-17T17:11:14Z,60.68001,R+61,Trump +61,republican,trumpd,60.68001,13538,60.5,12753,55.35,texas,2021-05-07T13:34:42.935524Z
48225,Houston,9438,7088,22,22,Released as a precinct as first report of the night,100,9437,100%,100% reported,edison,10,unknown,,7268,,,7060,2314,56,7,1,5201,1846,39,2,0,2021-02-17T17:11:28Z,50.28608,R+50,Trump +50,republican,trumpd,50.28608,8353,50.6,8214,44.01,texas,2021-05-07T13:34:42.935524Z
48227,Howard,10241,8305,27,27,Released as a precinct as first report of the night,100,10240,100%,100% reported,edison,10,unknown,,8479,,,8054,2069,89,28,1,6512,1711,60,22,0,2021-02-22T19:54:38Z,58.44156,R+58,Trump +58,republican,trumpd,58.44156,8723,55.8,8695,49.95,texas,2021-05-07T13:34:42.935524Z
48229,Hudspeth,1165,591,5,5,Released as a precinct as first report of the night,100,1165,100%,100% reported,edison,10,unknown,,355,,,779,371,10,5,,395,188,6,2,,2020-12-11T21:49:27Z,35.02146,R+35,Trump +35,republican,trumpd,35.02146,871,20.6,863,10.66,texas,2021-05-07T13:34:42.935524Z
48231,Hunt,38597,28261,34,34,Released as a precinct as first report of the night,100,38574,100%,100% reported,edison,10,unknown,,22277,,,29163,8906,434,71,23,21107,6864,249,41,0,2021-02-17T17:12:02Z,52.48335,R+52,Trump +52,republican,trumpd,52.48335,31554,55.5,28049,51.12,texas,2021-05-07T13:34:42.935524Z
48233,Hutchinson,8773,7004,9,9,Released as a precinct as first report of the night,100,8771,100%,100% reported,edison,10,unknown,,7976,,,7681,965,115,10,2,6150,772,76,6,0,2021-02-17T17:12:21Z,76.55306,R+77,Trump +77,republican,trumpd,76.55306,8155,75.9,7928,72.64,texas,2021-05-07T13:34:42.935524Z
48235,Irion,889,670,5,5,Released as a precinct as first report of the night,100,889,100%,100% reported,edison,10,unknown,,640,,,759,120,8,2,0,569,93,6,2,0,2021-02-17T17:12:38Z,71.87852,R+72,Trump +72,republican,trumpd,71.87852,766,74.4,788,70.56,texas,2021-05-07T13:34:42.935524Z
48237,Jack,3782,2941,7,7,Released as a precinct as first report of the night,100,3782,100%,100% reported,edison,10,unknown,,2721,,,3418,331,24,9,0,2643,276,16,6,0,2021-02-17T17:12:40Z,81.62348,R+82,Trump +82,republican,trumpd,81.62348,3350,79.4,2908,78.3,texas,2021-05-07T13:34:42.935524Z
48239,Jackson,6353,5096,10,10,Released as a precinct as first report of the night,100,6340,100%,100% reported,edison,10,unknown,,4125,,,5231,1033,53,23,13,4212,832,37,15,0,2021-02-17T17:12:46Z,66.07902,R+66,Trump +66,republican,trumpd,66.07902,5302,63.4,5025,56.44,texas,2021-05-07T13:34:42.935524Z
48241,Jasper,15611,12705,21,21,Released as a precinct as first report of the night,100,15608,100%,100% reported,edison,10,unknown,,13365,,,12542,2954,105,7,3,10145,2484,72,4,0,2021-02-17T17:12:57Z,61.41823,R+61,Trump +61,republican,trumpd,61.41823,13419,59.8,13517,48.34,texas,2021-05-07T13:34:42.935524Z
48243,Jeff Davis,1305,1039,6,6,Released as a precinct as first report of the night,100,1305,100%,100% reported,edison,10,unknown,,1320,,,784,501,17,3,0,615,409,13,2,0,2021-02-17T17:13:10Z,21.68582,R+22,Trump +22,republican,trumpd,21.68582,1191,22.9,1192,23.41,texas,2021-05-07T13:34:42.935524Z
48245,Jefferson,94759,84149,140,140,Released as a precinct as first report of the night,100,94739,100%,100% reported,edison,10,unknown,,111555,,,47570,46073,897,199,20,42128,41177,687,157,0,2021-02-17T17:13:22Z,1.5798,R+1.6,Trump +1.6,republican,trumpd,1.5798,87618,0.5,88627,-1.61,texas,2021-05-07T13:34:42.935524Z
48247,Jim Hogg,2036,1444,6,6,Released as a precinct as first report of the night,100,2036,100%,100% reported,edison,10,unknown,,974,,,833,1197,4,2,0,500,940,2,2,0,2021-02-17T17:13:42Z,17.87819,D+18,Biden +18,democrat,bidenj,-17.87819,2119,-56.9,1667,-56.69,texas,2021-05-07T13:34:42.935524Z
48249,Jim Wells,13669,9935,22,22,Released as a precinct as first report of the night,100,13669,100%,100% reported,edison,10,unknown,,4321,,,7453,6119,69,28,0,5252,4617,47,19,0,2021-02-17T17:13:54Z,9.75931,R+10,Trump +10,republican,trumpd,9.75931,12379,-10.3,11166,-16.96,texas,2021-05-07T13:34:42.935524Z
48251,Johnson,72020,61112,36,36,Released as a precinct as first report of the night,100,72005,100%,100% reported,edison,10,unknown,,51853,,,54628,16464,771,142,15,46104,14324,585,99,0,2021-02-17T17:14:07Z,52.99084,R+53,Trump +53,republican,trumpd,52.99084,57606,58,48838,55.62,texas,2021-05-07T13:34:42.935524Z
48253,Jones,6741,4384,12,12,Released as a precinct as first report of the night,100,6741,100%,100% reported,edison,10,unknown,,3234,,,5660,999,63,19,0,3626,710,36,12,0,2021-02-17T17:14:19Z,69.14404,R+69,Trump +69,republican,trumpd,69.14404,5960,65.2,5567,54.54,texas,2021-05-07T13:34:42.935524Z
48255,Karnes,5252,3669,15,15,Released as a precinct as first report of the night,100,5249,100%,100% reported,edison,10,unknown,,2303,,,3968,1234,30,17,3,2698,943,17,11,0,2021-02-17T17:14:31Z,52.05636,R+52,Trump +52,republican,trumpd,52.05636,4198,43.4,4185,35.84,texas,2021-05-07T13:34:42.935524Z
48257,Kaufman,56718,48422,31,31,Released as a precinct as first report of the night,100,56703,100%,100% reported,edison,10,all,,36321,,,37624,18405,528,146,15,31791,16109,409,113,0,2021-01-08T20:03:55Z,33.88519,R+34,Trump +34,republican,trumpd,33.88519,41265,46.8,34670,44.34,texas,2021-05-07T13:34:42.935524Z
48259,Kendall,26452,23516,11,11,Released as a precinct as first report of the night,100,26438,100%,100% reported,edison,10,all,,20363,,,20083,6020,289,46,14,17730,5534,220,32,0,2021-01-08T20:04:06Z,53.16422,R+53,Trump +53,republican,trumpd,53.16422,20283,59.4,17783,64.47,texas,2021-05-07T13:34:42.935524Z
48261,Kenedy,194,129,6,6,Released as a precinct as first report of the night,100,194,100%,100% reported,edison,10,unknown,,104,,,127,65,1,1,0,84,43,1,1,0,2021-02-17T17:14:45Z,31.95876,R+32,Trump +32,republican,trumpd,31.95876,186,-8.1,167,1.2,texas,2021-05-07T13:34:42.935524Z
48263,Kent,462,324,7,7,Released as a precinct as first report of the night,100,462,100%,100% reported,edison,10,unknown,,353,,,411,47,1,3,0,279,44,0,1,0,2021-02-17T17:14:56Z,78.78788,R+79,Trump +79,republican,trumpd,78.78788,434,69.4,405,66.42,texas,2021-05-07T13:34:42.935524Z
48265,Kerr,27745,24062,21,21,Released as a precinct as first report of the night,100,27745,100%,100% reported,edison,10,unknown,,26771,,,20879,6524,283,51,8,17975,5827,217,36,7,2021-02-22T20:05:47Z,51.73905,R+52,Trump +52,republican,trumpd,51.73905,23297,56,21879,59.13,texas,2021-05-07T13:34:42.935524Z
48267,Kimble,2292,1806,8,8,Released as a precinct as first report of the night,100,2292,100%,100% reported,edison,10,unknown,,1950,,,1987,284,17,4,0,1570,223,11,2,0,2021-02-17T17:15:09Z,74.30192,R+74,Trump +74,republican,trumpd,74.30192,1952,76.4,1892,76.64,texas,2021-05-07T13:34:42.935524Z
48269,King,159,0,5,5,Released as a precinct as first report of the night,100,159,100%,100% reported,edison,10,unknown,,125,,,151,8,0,0,0,0,0,0,0,0,2021-02-17T17:15:21Z,89.93711,R+90,Trump +90,republican,trumpd,89.93711,159,90.6,145,92.41,texas,2021-05-07T13:34:42.935524Z
48271,Kinney,1603,1327,4,4,Released as a precinct as first report of the night,100,1603,100%,100% reported,edison,10,unknown,,1498,,,1144,446,11,2,0,939,379,8,1,0,2021-02-17T17:15:32Z,43.54336,R+44,Trump +44,republican,trumpd,43.54336,1430,33.4,1425,25.12,texas,2021-05-07T13:34:42.935524Z
48273,Kleberg,10944,8796,18,18,Released as a precinct as first report of the night,100,10944,100%,100% reported,edison,10,unknown,,8039,,,5504,5314,97,29,0,4252,4448,77,19,0,2021-02-22T20:06:00Z,1.73611,R+1.7,Trump +1.7,republican,trumpd,1.73611,9587,-3.6,8907,-7.81,texas,2021-05-07T13:34:42.935524Z
48275,Knox,1456,772,7,7,Released as a precinct as first report of the night,100,1456,100%,100% reported,edison,10,unknown,,343,,,1180,265,7,4,0,619,147,5,1,0,2021-02-17T17:15:44Z,62.84341,R+63,Trump +63,republican,trumpd,62.84341,1367,60.8,1510,54.83,texas,2021-05-07T13:34:42.935524Z
48283,La Salle,2406,1613,5,5,Released as a precinct as first report of the night,100,2406,100%,100% reported,edison,10,unknown,,1195,,,1335,1052,12,7,0,865,739,6,3,0,2021-02-17T17:16:08Z,11.76226,R+12,Trump +12,republican,trumpd,11.76226,2059,-12.5,1646,-17.98,texas,2021-05-07T13:34:42.935524Z
48285,La Vaca,10197,7340,20,20,Released as a precinct as first report of the night,100,10197,100%,100% reported,edison,10,unknown,,5887,,,8804,1333,46,8,6,6276,1022,34,4,4,2021-02-22T20:11:19Z,73.26665,R+73,Trump +73,republican,trumpd,73.26665,8665,71.3,8294,64.72,texas,2021-05-07T13:34:42.935524Z
48277,Lamar,21442,16669,27,27,Released as a precinct as first report of the night,100,21418,100%,100% reported,edison,10,unknown,,15300,,,16760,4458,172,28,24,12841,3699,114,15,0,2021-02-17T17:15:56Z,57.37338,R+57,Trump +57,republican,trumpd,57.37338,18714,58.7,17197,50.27,texas,2021-05-07T13:34:42.935524Z
48279,Lamb,4410,3094,12,12,Released as a precinct as first report of the night,100,4408,100%,100% reported,edison,10,unknown,,2723,,,3521,840,40,7,2,2472,593,25,4,0,2021-02-17T17:16:01Z,60.79365,R+61,Trump +61,republican,trumpd,60.79365,3995,58.6,4091,50.35,texas,2021-05-07T13:34:42.935524Z
48281,Lampasas,10399,8639,10,10,Released as a precinct as first report of the night,100,10399,100%,100% reported,edison,10,unknown,,6404,,,8086,2144,145,24,,6651,1868,107,13,,2020-11-24T13:26:44Z,57.14011,R+57,Trump +57,republican,trumpd,57.14011,8205,59.7,7204,57.5,texas,2021-05-07T13:34:42.935524Z
48287,Lee,8087,6547,16,16,Released as a precinct as first report of the night,100,8086,100%,100% reported,edison,10,unknown,,5270,,,6255,1750,65,16,1,5021,1472,46,8,0,2021-02-17T17:16:26Z,55.70669,R+56,Trump +56,republican,trumpd,55.70669,6558,55.3,6221,46.21,texas,2021-05-07T13:34:42.935524Z
48289,Leon,8674,5710,18,18,Released as a precinct as first report of the night,100,8674,100%,100% reported,edison,10,unknown,,4924,,,7523,1072,57,14,8,4911,752,34,10,3,2021-02-22T20:11:31Z,74.37169,R+74,Trump +74,republican,trumpd,74.37169,7439,73.7,6945,68.42,texas,2021-05-07T13:34:42.935524Z
48291,Liberty,29334,24370,30,30,Released as a precinct as first report of the night,100,29334,100%,100% reported,edison,10,unknown,,23806,,,23302,5785,218,29,0,19555,4644,150,21,0,2021-02-17T17:16:34Z,59.71569,R+60,Trump +60,republican,trumpd,59.71569,24267,57.8,22746,53.29,texas,2021-05-07T13:34:42.935524Z
48293,Limestone,9095,6885,21,21,Released as a precinct as first report of the night,100,9095,100%,100% reported,edison,10,unknown,,6531,,,6789,2213,66,27,0,5037,1778,50,20,0,2021-02-17T17:16:48Z,50.31336,R+50,Trump +50,republican,trumpd,50.31336,7739,51.9,7563,40.72,texas,2021-05-07T13:34:42.935524Z
48295,Lipscomb,1353,568,7,7,Released as a precinct as first report of the night,100,1353,100%,100% reported,edison,10,unknown,,482,,,1205,131,17,0,0,489,75,4,0,0,2021-02-17T17:17:06Z,79.37916,R+79,Trump +79,republican,trumpd,79.37916,1332,76.9,1168,79.2,texas,2021-05-07T13:34:42.935524Z
48297,Live Oak,5054,3438,15,15,Released as a precinct as first report of the night,100,5054,100%,100% reported,edison,10,unknown,,3171,,,4199,819,30,6,0,2822,595,16,5,0,2021-02-17T17:17:19Z,66.87772,R+67,Trump +67,republican,trumpd,66.87772,4302,63.3,4113,54.34,texas,2021-05-07T13:34:42.935524Z
48299,Llano,12660,11301,10,10,Released as a precinct as first report of the night,100,12660,100%,100% reported,edison,10,unknown,,11573,,,10079,2465,99,16,1,8944,2275,69,12,1,2021-02-22T20:06:17Z,60.14218,R+60,Trump +60,republican,trumpd,60.14218,10447,62,9558,60.56,texas,2021-05-07T13:34:42.935524Z
48301,Loving,66,45,5,5,Released as a precinct as first report of the night,100,66,100%,100% reported,edison,10,unknown,,56,,,60,4,2,0,0,43,2,0,0,0,2021-02-17T17:17:35Z,84.84848,R+85,Trump +85,republican,trumpd,84.84848,65,83.1,64,70.31,texas,2021-05-07T13:34:42.935524Z
48303,Lubbock,120817,106271,98,98,Released as a precinct as first report of the night,100,120771,100%,100% reported,edison,10,unknown,,108791,,,78861,40017,1617,276,46,69740,35103,1223,205,0,2021-02-17T17:17:48Z,32.1511,R+32,Trump +32,republican,trumpd,32.1511,99013,38,91184,40.79,texas,2021-05-07T13:34:42.935524Z
48305,Lynn,2293,2292,15,15,Released as a precinct as first report of the night,100,2293,100%,100% reported,edison,10,all,,1615,,,1853,428,10,2,0,1853,428,10,1,0,2021-02-22T20:06:32Z,62.14566,R+62,Trump +62,republican,trumpd,62.14566,2009,56.9,1959,47.63,texas,2021-05-07T13:34:42.935524Z
48313,Madison,5298,4377,5,5,Released as a precinct as first report of the night,100,5297,100%,100% reported,edison,10,unknown,,4216,,,4169,1088,30,10,1,3435,912,21,9,0,2021-01-08T20:05:25Z,58.15402,R+58,Trump +58,republican,trumpd,58.15402,4289,57.6,4028,51.17,texas,2021-05-07T13:34:42.935524Z
48315,Marion,4864,3723,10,10,Released as a precinct as first report of the night,100,4864,100%,100% reported,edison,10,unknown,,3462,,,3470,1339,47,8,0,2607,1081,28,7,0,2021-02-17T17:18:27Z,43.81168,R+44,Trump +44,republican,trumpd,43.81168,4238,42.9,4282,28.91,texas,2021-05-07T13:34:42.935524Z
48317,Martin,2160,1710,6,6,Released as a precinct as first report of the night,100,2160,100%,100% reported,edison,10,unknown,,738,,,1857,288,13,2,,1483,217,9,1,,2020-11-24T13:26:46Z,72.63889,R+73,Trump +73,republican,trumpd,72.63889,1762,67.5,1624,68.97,texas,2021-05-07T13:34:42.935524Z
48319,Mason,2474,2085,5,5,Released as a precinct as first report of the night,97,2553,97%,97% reported,edison,10,all,,2092,,,1991,457,19,2,5,1657,407,15,2,4,2020-12-14T20:12:23Z,62.00485,R+62,Trump +62,republican,trumpd,62.00485,2057,63.3,1968,60.21,texas,2021-05-07T13:34:42.935524Z
48321,Matagorda,13727,10951,19,19,Released as a precinct as first report of the night,100,13726,100%,100% reported,edison,10,unknown,,12052,,,9845,3733,115,33,1,7781,3065,79,26,0,2021-02-17T17:18:40Z,44.52539,R+45,Trump +45,republican,trumpd,44.52539,12196,39.9,12133,33.46,texas,2021-05-07T13:34:42.935524Z
48323,Maverick,15346,11383,14,14,Released as a precinct as first report of the night,100,15346,100%,100% reported,edison,10,unknown,,9456,,,6881,8332,73,60,,4782,6504,54,43,,2020-12-11T21:53:08Z,9.45523,D+9,Biden +9,democrat,bidenj,-9.45523,13588,-55.8,10563,-58.05,texas,2021-05-07T13:34:42.935524Z
48307,McCulloch,3436,2668,4,4,Released as a precinct as first report of the night,100,3436,100%,100% reported,edison,10,unknown,,3128,,,2904,490,36,6,0,2231,408,25,4,0,2021-02-17T17:18:07Z,70.25611,R+70,Trump +70,republican,trumpd,70.25611,3103,66.7,2993,62.88,texas,2021-05-07T13:34:42.935524Z
48309,McLennan,97872,79985,92,92,Released as a precinct as first report of the night,100,97771,100%,100% reported,edison,10,unknown,,70693,,,59543,36688,1297,243,101,47719,31185,904,177,0,2021-02-17T17:18:13Z,23.35193,R+23,Trump +23,republican,trumpd,23.35193,79075,26.8,74541,29.79,texas,2021-05-07T13:34:42.935524Z
48311,McMullen,516,366,5,5,Released as a precinct as first report of the night,100,516,100%,100% reported,edison,10,unknown,,417,,,460,53,2,1,0,337,27,2,0,0,2021-02-17T17:18:20Z,78.87597,R+79,Trump +79,republican,trumpd,78.87597,499,83,503,72.37,texas,2021-05-07T13:34:42.935524Z
48325,Medina,22657,19925,8,8,Released as a precinct as first report of the night,100,22644,100%,100% reported,edison,10,unknown,,18044,,,15642,6773,184,45,13,13809,5934,143,39,0,2021-01-08T20:05:50Z,39.14464,R+39,Trump +39,republican,trumpd,39.14464,17246,43.2,16049,39.22,texas,2021-05-07T13:34:42.935524Z
